,dataset,method,cell,run,k,resolution,cluster,trueclass,est_k,elapsed
25954,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3531,1,9,,1.0,naive.cytotoxic,,116.092
25955,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5972,1,9,,1.0,naive.cytotoxic,,116.092
25956,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2001,1,9,,8.0,naive.cytotoxic,,116.092
25957,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3203,1,9,,1.0,naive.cytotoxic,,116.092
25958,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7323,1,9,,1.0,naive.cytotoxic,,116.092
25959,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4007,1,9,,9.0,naive.cytotoxic,,116.092
25960,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8577,1,9,,1.0,naive.cytotoxic,,116.092
25961,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2662,1,9,,9.0,naive.cytotoxic,,116.092
25962,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic534,1,9,,1.0,naive.cytotoxic,,116.092
25963,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11401,1,9,,7.0,naive.cytotoxic,,116.092
25964,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9206,1,9,,1.0,naive.cytotoxic,,116.092
25965,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10085,1,9,,1.0,naive.cytotoxic,,116.092
25966,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5929,1,9,,1.0,naive.cytotoxic,,116.092
25967,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8714,1,9,,7.0,naive.cytotoxic,,116.092
25968,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5027,1,9,,9.0,naive.cytotoxic,,116.092
25969,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2000,1,9,,1.0,naive.cytotoxic,,116.092
25970,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10166,1,9,,9.0,naive.cytotoxic,,116.092
25971,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2618,1,9,,7.0,naive.cytotoxic,,116.092
25972,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10923,1,9,,1.0,naive.cytotoxic,,116.092
25973,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9802,1,9,,1.0,naive.cytotoxic,,116.092
25974,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1475,1,9,,1.0,naive.cytotoxic,,116.092
25975,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9082,1,9,,7.0,naive.cytotoxic,,116.092
25976,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1895,1,9,,1.0,naive.cytotoxic,,116.092
25977,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3094,1,9,,7.0,naive.cytotoxic,,116.092
25978,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11383,1,9,,1.0,naive.cytotoxic,,116.092
25979,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6484,1,9,,7.0,naive.cytotoxic,,116.092
25980,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5940,1,9,,9.0,naive.cytotoxic,,116.092
25981,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8032,1,9,,1.0,naive.cytotoxic,,116.092
25982,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6678,1,9,,1.0,naive.cytotoxic,,116.092
25983,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6485,1,9,,1.0,naive.cytotoxic,,116.092
25984,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3149,1,9,,7.0,naive.cytotoxic,,116.092
25985,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic842,1,9,,1.0,naive.cytotoxic,,116.092
25986,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3591,1,9,,8.0,naive.cytotoxic,,116.092
25987,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2268,1,9,,1.0,naive.cytotoxic,,116.092
25988,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10997,1,9,,1.0,naive.cytotoxic,,116.092
25989,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9512,1,9,,7.0,naive.cytotoxic,,116.092
25990,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6664,1,9,,7.0,naive.cytotoxic,,116.092
25991,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10288,1,9,,7.0,naive.cytotoxic,,116.092
25992,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2363,1,9,,1.0,naive.cytotoxic,,116.092
25993,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6120,1,9,,7.0,naive.cytotoxic,,116.092
25994,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2999,1,9,,1.0,naive.cytotoxic,,116.092
25995,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1396,1,9,,9.0,naive.cytotoxic,,116.092
25996,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10014,1,9,,9.0,naive.cytotoxic,,116.092
25997,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic602,1,9,,7.0,naive.cytotoxic,,116.092
25998,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7441,1,9,,1.0,naive.cytotoxic,,116.092
25999,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7255,1,9,,7.0,naive.cytotoxic,,116.092
26000,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2164,1,9,,9.0,naive.cytotoxic,,116.092
26001,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic668,1,9,,7.0,naive.cytotoxic,,116.092
26002,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5883,1,9,,1.0,naive.cytotoxic,,116.092
26003,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3915,1,9,,9.0,naive.cytotoxic,,116.092
26004,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8482,1,9,,7.0,naive.cytotoxic,,116.092
26005,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8932,1,9,,9.0,naive.cytotoxic,,116.092
26006,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11206,1,9,,7.0,naive.cytotoxic,,116.092
26007,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2875,1,9,,1.0,naive.cytotoxic,,116.092
26008,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2211,1,9,,9.0,naive.cytotoxic,,116.092
26009,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4118,1,9,,7.0,naive.cytotoxic,,116.092
26010,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4950,1,9,,1.0,naive.cytotoxic,,116.092
26011,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5609,1,9,,1.0,naive.cytotoxic,,116.092
26012,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3779,1,9,,8.0,naive.cytotoxic,,116.092
26013,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10564,1,9,,9.0,naive.cytotoxic,,116.092
26014,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10850,1,9,,9.0,naive.cytotoxic,,116.092
26015,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5310,1,9,,9.0,naive.cytotoxic,,116.092
26016,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9956,1,9,,7.0,naive.cytotoxic,,116.092
26017,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10253,1,9,,1.0,naive.cytotoxic,,116.092
26018,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic568,1,9,,7.0,naive.cytotoxic,,116.092
26019,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5598,1,9,,1.0,naive.cytotoxic,,116.092
26020,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7763,1,9,,7.0,naive.cytotoxic,,116.092
26021,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7395,1,9,,7.0,naive.cytotoxic,,116.092
26022,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic911,1,9,,7.0,naive.cytotoxic,,116.092
26023,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6753,1,9,,7.0,naive.cytotoxic,,116.092
26024,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic836,1,9,,1.0,naive.cytotoxic,,116.092
26025,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7264,1,9,,1.0,naive.cytotoxic,,116.092
26026,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6169,1,9,,9.0,naive.cytotoxic,,116.092
26027,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7273,1,9,,1.0,naive.cytotoxic,,116.092
26028,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6104,1,9,,1.0,naive.cytotoxic,,116.092
26029,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7768,1,9,,1.0,naive.cytotoxic,,116.092
26030,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5687,1,9,,7.0,naive.cytotoxic,,116.092
26031,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8602,1,9,,9.0,naive.cytotoxic,,116.092
26032,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10472,1,9,,7.0,naive.cytotoxic,,116.092
26033,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9799,1,9,,1.0,naive.cytotoxic,,116.092
26034,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7191,1,9,,7.0,naive.cytotoxic,,116.092
26035,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2923,1,9,,1.0,naive.cytotoxic,,116.092
26036,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic51,1,9,,7.0,naive.cytotoxic,,116.092
26037,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6390,1,9,,9.0,naive.cytotoxic,,116.092
26038,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic735,1,9,,9.0,naive.cytotoxic,,116.092
26039,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3541,1,9,,1.0,naive.cytotoxic,,116.092
26040,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3155,1,9,,1.0,naive.cytotoxic,,116.092
26041,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5516,1,9,,7.0,naive.cytotoxic,,116.092
26042,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1012,1,9,,7.0,naive.cytotoxic,,116.092
26043,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1464,1,9,,1.0,naive.cytotoxic,,116.092
26044,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2526,1,9,,1.0,naive.cytotoxic,,116.092
26045,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5296,1,9,,9.0,naive.cytotoxic,,116.092
26046,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6308,1,9,,7.0,naive.cytotoxic,,116.092
26047,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10800,1,9,,7.0,naive.cytotoxic,,116.092
26048,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2815,1,9,,1.0,naive.cytotoxic,,116.092
26049,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8152,1,9,,7.0,naive.cytotoxic,,116.092
26050,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6020,1,9,,9.0,naive.cytotoxic,,116.092
26051,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7566,1,9,,7.0,naive.cytotoxic,,116.092
26052,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9636,1,9,,7.0,naive.cytotoxic,,116.092
26053,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1356,1,9,,1.0,naive.cytotoxic,,116.092
26054,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4881,1,9,,1.0,naive.cytotoxic,,116.092
26055,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10508,1,9,,1.0,naive.cytotoxic,,116.092
26056,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8016,1,9,,9.0,naive.cytotoxic,,116.092
26057,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2819,1,9,,1.0,naive.cytotoxic,,116.092
26058,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4876,1,9,,7.0,naive.cytotoxic,,116.092
26059,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7074,1,9,,7.0,naive.cytotoxic,,116.092
26060,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6702,1,9,,8.0,naive.cytotoxic,,116.092
26061,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6270,1,9,,7.0,naive.cytotoxic,,116.092
26062,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9709,1,9,,1.0,naive.cytotoxic,,116.092
26063,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4328,1,9,,7.0,naive.cytotoxic,,116.092
26064,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4513,1,9,,1.0,naive.cytotoxic,,116.092
26065,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7590,1,9,,1.0,naive.cytotoxic,,116.092
26066,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5339,1,9,,7.0,naive.cytotoxic,,116.092
26067,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9794,1,9,,7.0,naive.cytotoxic,,116.092
26068,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8092,1,9,,9.0,naive.cytotoxic,,116.092
26069,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1212,1,9,,1.0,naive.cytotoxic,,116.092
26070,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8874,1,9,,9.0,naive.cytotoxic,,116.092
26071,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8220,1,9,,7.0,naive.cytotoxic,,116.092
26072,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11857,1,9,,9.0,naive.cytotoxic,,116.092
26073,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3447,1,9,,9.0,naive.cytotoxic,,116.092
26074,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5370,1,9,,7.0,naive.cytotoxic,,116.092
26075,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1484,1,9,,1.0,naive.cytotoxic,,116.092
26076,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic86,1,9,,1.0,naive.cytotoxic,,116.092
26077,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic448,1,9,,1.0,naive.cytotoxic,,116.092
26078,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4626,1,9,,7.0,naive.cytotoxic,,116.092
26079,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2759,1,9,,7.0,naive.cytotoxic,,116.092
26080,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7210,1,9,,9.0,naive.cytotoxic,,116.092
26081,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1406,1,9,,1.0,naive.cytotoxic,,116.092
26082,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3661,1,9,,9.0,naive.cytotoxic,,116.092
26083,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1387,1,9,,9.0,naive.cytotoxic,,116.092
26084,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4502,1,9,,7.0,naive.cytotoxic,,116.092
26085,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11015,1,9,,1.0,naive.cytotoxic,,116.092
26086,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7421,1,9,,1.0,naive.cytotoxic,,116.092
26087,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1310,1,9,,1.0,naive.cytotoxic,,116.092
26088,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4204,1,9,,1.0,naive.cytotoxic,,116.092
26089,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9764,1,9,,1.0,naive.cytotoxic,,116.092
26090,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9058,1,9,,1.0,naive.cytotoxic,,116.092
26091,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8212,1,9,,7.0,naive.cytotoxic,,116.092
26092,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8697,1,9,,1.0,naive.cytotoxic,,116.092
26093,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2185,1,9,,1.0,naive.cytotoxic,,116.092
26094,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9737,1,9,,1.0,naive.cytotoxic,,116.092
26095,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3140,1,9,,7.0,naive.cytotoxic,,116.092
26096,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4257,1,9,,9.0,naive.cytotoxic,,116.092
26097,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3956,1,9,,1.0,naive.cytotoxic,,116.092
26098,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3159,1,9,,7.0,naive.cytotoxic,,116.092
26099,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11728,1,9,,1.0,naive.cytotoxic,,116.092
26100,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10267,1,9,,7.0,naive.cytotoxic,,116.092
26101,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4221,1,9,,1.0,naive.cytotoxic,,116.092
26102,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8070,1,9,,7.0,naive.cytotoxic,,116.092
26103,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9231,1,9,,1.0,naive.cytotoxic,,116.092
26104,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8117,1,9,,9.0,naive.cytotoxic,,116.092
26105,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4464,1,9,,1.0,naive.cytotoxic,,116.092
26106,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7169,1,9,,1.0,naive.cytotoxic,,116.092
26107,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic177,1,9,,7.0,naive.cytotoxic,,116.092
26108,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5058,1,9,,1.0,naive.cytotoxic,,116.092
26109,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7882,1,9,,1.0,naive.cytotoxic,,116.092
26110,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic372,1,9,,9.0,naive.cytotoxic,,116.092
26111,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9571,1,9,,7.0,naive.cytotoxic,,116.092
26112,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1793,1,9,,1.0,naive.cytotoxic,,116.092
26113,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2635,1,9,,1.0,naive.cytotoxic,,116.092
26114,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2063,1,9,,9.0,naive.cytotoxic,,116.092
26115,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1534,1,9,,1.0,naive.cytotoxic,,116.092
26116,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7928,1,9,,1.0,naive.cytotoxic,,116.092
26117,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11146,1,9,,1.0,naive.cytotoxic,,116.092
26118,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8348,1,9,,7.0,naive.cytotoxic,,116.092
26119,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic319,1,9,,1.0,naive.cytotoxic,,116.092
26120,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11509,1,9,,7.0,naive.cytotoxic,,116.092
26121,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6949,1,9,,9.0,naive.cytotoxic,,116.092
26122,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6700,1,9,,9.0,naive.cytotoxic,,116.092
26123,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1916,1,9,,7.0,naive.cytotoxic,,116.092
26124,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7085,1,9,,1.0,naive.cytotoxic,,116.092
26125,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5748,1,9,,1.0,naive.cytotoxic,,116.092
26126,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9890,1,9,,1.0,naive.cytotoxic,,116.092
26127,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8695,1,9,,7.0,naive.cytotoxic,,116.092
26128,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8279,1,9,,1.0,naive.cytotoxic,,116.092
26129,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10799,1,9,,1.0,naive.cytotoxic,,116.092
26130,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2002,1,9,,7.0,naive.cytotoxic,,116.092
26131,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6377,1,9,,7.0,naive.cytotoxic,,116.092
26132,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5624,1,9,,9.0,naive.cytotoxic,,116.092
26133,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2794,1,9,,7.0,naive.cytotoxic,,116.092
26134,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7769,1,9,,7.0,naive.cytotoxic,,116.092
26135,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11381,1,9,,7.0,naive.cytotoxic,,116.092
26136,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2269,1,9,,7.0,naive.cytotoxic,,116.092
26137,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4403,1,9,,8.0,naive.cytotoxic,,116.092
26138,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4539,1,9,,7.0,naive.cytotoxic,,116.092
26139,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9134,1,9,,7.0,naive.cytotoxic,,116.092
26140,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1304,1,9,,1.0,naive.cytotoxic,,116.092
26141,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9523,1,9,,9.0,naive.cytotoxic,,116.092
26142,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8873,1,9,,1.0,naive.cytotoxic,,116.092
26143,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7804,1,9,,1.0,naive.cytotoxic,,116.092
26144,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6855,1,9,,7.0,naive.cytotoxic,,116.092
26145,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10662,1,9,,1.0,naive.cytotoxic,,116.092
26146,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9261,1,9,,1.0,naive.cytotoxic,,116.092
26147,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4819,1,9,,1.0,naive.cytotoxic,,116.092
26148,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9450,1,9,,7.0,naive.cytotoxic,,116.092
26149,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1260,1,9,,1.0,naive.cytotoxic,,116.092
26150,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4147,1,9,,7.0,naive.cytotoxic,,116.092
26151,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic410,1,9,,1.0,naive.cytotoxic,,116.092
26152,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3372,1,9,,1.0,naive.cytotoxic,,116.092
26153,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11634,1,9,,7.0,naive.cytotoxic,,116.092
26154,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11710,1,9,,9.0,naive.cytotoxic,,116.092
26155,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7922,1,9,,7.0,naive.cytotoxic,,116.092
26156,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2024,1,9,,1.0,naive.cytotoxic,,116.092
26157,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8676,1,9,,1.0,naive.cytotoxic,,116.092
26158,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic386,1,9,,7.0,naive.cytotoxic,,116.092
